epoch,lr-Adam,step,train/loss/node_label,train/loss/total,train/node_label/f1_score,train/node_label/accuracy,val/loss/total,val/node_label/f1_score,val/loss/node_label,val/node_label/accuracy,test/loss/total,test/node_label/f1_score,test/node_label/accuracy,test/loss/node_label
,0.001,0,,,,,,,,,,,,
,0.001,49,,,,,,,,,,,,
0,,49,1.3194961547851562,1.3194961547851562,0.9080206155776978,0.9080206155776978,,,,,,,,
0,,66,,,,,1.8003195524215698,0.747168779373169,1.8003195524215698,0.747168779373169,,,,
,0.001,67,,,,,,,,,,,,
,0.001,99,,,,,,,,,,,,
1,,99,1.190000295639038,1.190000295639038,0.9318537712097168,0.9318537712097168,,,,,,,,
1,,133,,,,,1.8003195524215698,0.5424332618713379,1.8003195524215698,0.5424332618713379,,,,
,0.001,134,,,,,,,,,,,,
,0.001,149,,,,,,,,,,,,
2,,149,1.4391921758651733,1.4391921758651733,0.34909093379974365,0.34909093379974365,,,,,,,,
,0.001,199,,,,,,,,,,,,
2,,199,1.5177857875823975,1.5177857875823975,0.0876343697309494,0.0876343697309494,,,,,,,,
2,,200,,,,,1.800319790840149,0.04024666175246239,1.800319790840149,0.04024666175246239,,,,
,0.001,201,,,,,,,,,,,,
,0.001,249,,,,,,,,,,,,
3,,249,1.3749338388442993,1.3749338388442993,0.1025749146938324,0.1025749146938324,,,,,,,,
3,,267,,,,,1.8003194332122803,0.02846812829375267,1.8003194332122803,0.02846812829375267,,,,
,0.001,268,,,,,,,,,,,,
,0.001,299,,,,,,,,,,,,
4,,299,1.2486562728881836,1.2486562728881836,0.0065628415904939175,0.0065628415904939175,,,,,,,,
4,,334,,,,,1.800301194190979,0.0,1.800301194190979,0.0,,,,
,0.001,335,,,,,,,,,,,,
,0.001,349,,,,,,,,,,,,
5,,349,1.2517857551574707,1.2517857551574707,0.0,0.0,,,,,,,,
,0.001,399,,,,,,,,,,,,
5,,399,1.5039269924163818,1.5039269924163818,0.0,0.0,,,,,,,,
5,,401,,,,,1.8002959489822388,0.0,1.8002959489822388,0.0,,,,
,0.001,402,,,,,,,,,,,,
,0.001,449,,,,,,,,,,,,
6,,449,1.22218918800354,1.22218918800354,0.0,0.0,,,,,,,,
6,,468,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,469,,,,,,,,,,,,
,0.001,499,,,,,,,,,,,,
7,,499,1.3046958446502686,1.3046958446502686,0.0,0.0,,,,,,,,
7,,535,,,,,1.8003102540969849,0.0,1.8003102540969849,0.0,,,,
,0.001,536,,,,,,,,,,,,
,0.001,549,,,,,,,,,,,,
8,,549,1.413867712020874,1.413867712020874,0.0,0.0,,,,,,,,
,0.001,599,,,,,,,,,,,,
8,,599,1.1983351707458496,1.1983351707458496,0.0,0.0,,,,,,,,
8,,602,,,,,1.8003138303756714,0.0,1.8003138303756714,0.0,,,,
,0.001,603,,,,,,,,,,,,
,0.001,649,,,,,,,,,,,,
9,,649,1.3880151510238647,1.3880151510238647,0.0,0.0,,,,,,,,
9,,669,,,,,1.8003087043762207,0.0,1.8003087043762207,0.0,,,,
,0.001,670,,,,,,,,,,,,
,0.001,699,,,,,,,,,,,,
10,,699,1.4931889772415161,1.4931889772415161,0.0,0.0,,,,,,,,
10,,736,,,,,1.8003126382827759,0.0,1.8003126382827759,0.0,,,,
,0.001,737,,,,,,,,,,,,
,0.001,749,,,,,,,,,,,,
11,,749,1.236195683479309,1.236195683479309,0.0,0.0,,,,,,,,
,0.001,799,,,,,,,,,,,,
11,,799,1.4781113862991333,1.4781113862991333,0.0,0.0,,,,,,,,
11,,803,,,,,1.800315499305725,0.0,1.800315499305725,0.0,,,,
,0.001,804,,,,,,,,,,,,
,0.001,849,,,,,,,,,,,,
12,,849,1.2817813158035278,1.2817813158035278,0.0,0.0,,,,,,,,
12,,870,,,,,1.8003119230270386,0.0,1.8003119230270386,0.0,,,,
,0.001,871,,,,,,,,,,,,
,0.001,899,,,,,,,,,,,,
13,,899,1.3748893737792969,1.3748893737792969,0.0,0.0,,,,,,,,
13,,937,,,,,1.8003100156784058,0.0,1.8003100156784058,0.0,,,,
,0.001,938,,,,,,,,,,,,
,0.001,949,,,,,,,,,,,,
14,,949,1.397830605506897,1.397830605506897,0.0,0.0,,,,,,,,
,0.001,999,,,,,,,,,,,,
14,,999,1.3601020574569702,1.3601020574569702,0.0,0.0,,,,,,,,
14,,1004,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,1005,,,,,,,,,,,,
,0.001,1049,,,,,,,,,,,,
15,,1049,1.288598895072937,1.288598895072937,0.0,0.0,,,,,,,,
15,,1071,,,,,1.8003122806549072,0.0,1.8003122806549072,0.0,,,,
,0.001,1072,,,,,,,,,,,,
,0.001,1099,,,,,,,,,,,,
16,,1099,1.2820923328399658,1.2820923328399658,0.0,0.0,,,,,,,,
16,,1138,,,,,1.80031156539917,0.0,1.80031156539917,0.0,,,,
,0.001,1139,,,,,,,,,,,,
,0.001,1149,,,,,,,,,,,,
17,,1149,1.2804486751556396,1.2804486751556396,0.0,0.0,,,,,,,,
,0.001,1199,,,,,,,,,,,,
17,,1199,1.3218916654586792,1.3218916654586792,0.0,0.0,,,,,,,,
17,,1205,,,,,1.80031156539917,0.0,1.80031156539917,0.0,,,,
,0.001,1206,,,,,,,,,,,,
,0.001,1249,,,,,,,,,,,,
18,,1249,1.3675196170806885,1.3675196170806885,0.0,0.0,,,,,,,,
18,,1272,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,1273,,,,,,,,,,,,
,0.001,1299,,,,,,,,,,,,
19,,1299,1.386405348777771,1.386405348777771,0.0,0.0,,,,,,,,
19,,1339,,,,,1.8003089427947998,0.0,1.8003089427947998,0.0,,,,
,0.001,1340,,,,,,,,,,,,
,0.001,1349,,,,,,,,,,,,
20,,1349,1.280885100364685,1.280885100364685,0.0,0.0,,,,,,,,
,0.001,1399,,,,,,,,,,,,
20,,1399,1.4259809255599976,1.4259809255599976,0.0,0.0,,,,,,,,
20,,1406,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,1407,,,,,,,,,,,,
,0.001,1449,,,,,,,,,,,,
21,,1449,1.3593809604644775,1.3593809604644775,0.0,0.0,,,,,,,,
21,,1473,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,1474,,,,,,,,,,,,
,0.001,1499,,,,,,,,,,,,
22,,1499,1.2388731241226196,1.2388731241226196,0.0,0.0,,,,,,,,
22,,1540,,,,,1.8003120422363281,0.0,1.8003120422363281,0.0,,,,
,0.001,1541,,,,,,,,,,,,
,0.001,1549,,,,,,,,,,,,
23,,1549,1.3468437194824219,1.3468437194824219,0.0,0.0,,,,,,,,
,0.001,1599,,,,,,,,,,,,
23,,1599,1.4589753150939941,1.4589753150939941,0.0,0.0,,,,,,,,
23,,1607,,,,,1.800313949584961,0.0,1.800313949584961,0.0,,,,
,0.001,1608,,,,,,,,,,,,
,0.001,1649,,,,,,,,,,,,
24,,1649,1.3457242250442505,1.3457242250442505,0.0,0.0,,,,,,,,
24,,1674,,,,,1.8003138303756714,0.0,1.8003138303756714,0.0,,,,
,0.001,1675,,,,,,,,,,,,
,0.001,1699,,,,,,,,,,,,
25,,1699,1.2839975357055664,1.2839975357055664,0.0,0.0,,,,,,,,
25,,1741,,,,,1.8003112077713013,0.0,1.8003112077713013,0.0,,,,
,0.001,1742,,,,,,,,,,,,
,0.001,1749,,,,,,,,,,,,
26,,1749,1.296366572380066,1.296366572380066,0.0,0.0,,,,,,,,
,0.001,1799,,,,,,,,,,,,
26,,1799,1.3141427040100098,1.3141427040100098,0.0,0.0,,,,,,,,
26,,1808,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,1809,,,,,,,,,,,,
,0.001,1849,,,,,,,,,,,,
27,,1849,1.3792105913162231,1.3792105913162231,0.0,0.0,,,,,,,,
27,,1875,,,,,1.800312876701355,0.0,1.800312876701355,0.0,,,,
,0.001,1876,,,,,,,,,,,,
,0.001,1899,,,,,,,,,,,,
28,,1899,1.3413567543029785,1.3413567543029785,0.0,0.0,,,,,,,,
28,,1942,,,,,1.800310492515564,0.0,1.800310492515564,0.0,,,,
,0.001,1943,,,,,,,,,,,,
,0.001,1949,,,,,,,,,,,,
29,,1949,1.3863774538040161,1.3863774538040161,0.0,0.0,,,,,,,,
,0.001,1999,,,,,,,,,,,,
29,,1999,1.3095366954803467,1.3095366954803467,0.0,0.0,,,,,,,,
29,,2009,,,,,1.8003153800964355,0.0,1.8003153800964355,0.0,,,,
,0.001,2010,,,,,,,,,,,,
,0.001,2049,,,,,,,,,,,,
30,,2049,1.3238768577575684,1.3238768577575684,0.0,0.0,,,,,,,,
30,,2076,,,,,1.800310492515564,0.0,1.800310492515564,0.0,,,,
,0.001,2077,,,,,,,,,,,,
,0.001,2099,,,,,,,,,,,,
31,,2099,1.2747124433517456,1.2747124433517456,0.0,0.0,,,,,,,,
31,,2143,,,,,1.8003106117248535,0.0,1.8003106117248535,0.0,,,,
,0.001,2144,,,,,,,,,,,,
,0.001,2149,,,,,,,,,,,,
32,,2149,1.2640520334243774,1.2640520334243774,0.0,0.0,,,,,,,,
,0.001,2199,,,,,,,,,,,,
32,,2199,1.3159228563308716,1.3159228563308716,0.0,0.0,,,,,,,,
32,,2210,,,,,1.8003101348876953,0.0,1.8003101348876953,0.0,,,,
,0.001,2211,,,,,,,,,,,,
,0.001,2249,,,,,,,,,,,,
33,,2249,1.3667347431182861,1.3667347431182861,0.0,0.0,,,,,,,,
33,,2277,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,2278,,,,,,,,,,,,
,0.001,2299,,,,,,,,,,,,
34,,2299,1.4727979898452759,1.4727979898452759,0.0,0.0,,,,,,,,
34,,2344,,,,,1.8003106117248535,0.0,1.8003106117248535,0.0,,,,
,0.001,2345,,,,,,,,,,,,
,0.001,2349,,,,,,,,,,,,
35,,2349,1.3001306056976318,1.3001306056976318,0.0,0.0,,,,,,,,
,0.001,2399,,,,,,,,,,,,
35,,2399,1.282105803489685,1.282105803489685,0.0,0.0,,,,,,,,
35,,2411,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,2412,,,,,,,,,,,,
,0.001,2449,,,,,,,,,,,,
36,,2449,1.1792151927947998,1.1792151927947998,0.0,0.0,,,,,,,,
36,,2478,,,,,1.8003102540969849,0.0,1.8003102540969849,0.0,,,,
,0.001,2479,,,,,,,,,,,,
,0.001,2499,,,,,,,,,,,,
37,,2499,1.2995952367782593,1.2995952367782593,0.0,0.0,,,,,,,,
37,,2545,,,,,1.8003123998641968,0.0,1.8003123998641968,0.0,,,,
,0.001,2546,,,,,,,,,,,,
,0.001,2549,,,,,,,,,,,,
38,,2549,1.2600924968719482,1.2600924968719482,0.0,0.0,,,,,,,,
,0.001,2599,,,,,,,,,,,,
38,,2599,1.4500970840454102,1.4500970840454102,0.0,0.0,,,,,,,,
38,,2612,,,,,1.8003082275390625,0.0,1.8003082275390625,0.0,,,,
,0.001,2613,,,,,,,,,,,,
,0.001,2649,,,,,,,,,,,,
39,,2649,1.3024861812591553,1.3024861812591553,0.0,0.0,,,,,,,,
39,,2679,,,,,1.8003102540969849,0.0,1.8003102540969849,0.0,,,,
,0.001,2680,,,,,,,,,,,,
,0.001,2699,,,,,,,,,,,,
40,,2699,1.3726232051849365,1.3726232051849365,0.0,0.0,,,,,,,,
40,,2746,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,2747,,,,,,,,,,,,
,0.001,2749,,,,,,,,,,,,
41,,2749,1.2154009342193604,1.2154009342193604,0.0,0.0,,,,,,,,
,0.001,2799,,,,,,,,,,,,
41,,2799,1.47489333152771,1.47489333152771,0.0,0.0,,,,,,,,
41,,2813,,,,,1.8003132343292236,0.0,1.8003132343292236,0.0,,,,
,0.001,2814,,,,,,,,,,,,
,0.001,2849,,,,,,,,,,,,
42,,2849,1.3664064407348633,1.3664064407348633,0.0,0.0,,,,,,,,
42,,2880,,,,,1.8003143072128296,0.0,1.8003143072128296,0.0,,,,
,0.001,2881,,,,,,,,,,,,
,0.001,2899,,,,,,,,,,,,
43,,2899,1.3091261386871338,1.3091261386871338,0.0,0.0,,,,,,,,
43,,2947,,,,,1.8003085851669312,0.0,1.8003085851669312,0.0,,,,
,0.001,2948,,,,,,,,,,,,
,0.001,2949,,,,,,,,,,,,
44,,2949,1.5137500762939453,1.5137500762939453,0.0,0.0,,,,,,,,
,0.001,2999,,,,,,,,,,,,
44,,2999,1.3526747226715088,1.3526747226715088,0.0,0.0,,,,,,,,
44,,3014,,,,,1.8003097772598267,0.0,1.8003097772598267,0.0,,,,
,0.001,3015,,,,,,,,,,,,
,0.001,3049,,,,,,,,,,,,
45,,3049,1.336256504058838,1.336256504058838,0.0,0.0,,,,,,,,
45,,3081,,,,,1.8003109693527222,0.0,1.8003109693527222,0.0,,,,
,0.001,3082,,,,,,,,,,,,
,0.001,3099,,,,,,,,,,,,
46,,3099,1.6008399724960327,1.6008399724960327,0.0,0.0,,,,,,,,
46,,3148,,,,,1.8003109693527222,0.0,1.8003109693527222,0.0,,,,
,0.001,3149,,,,,,,,,,,,
,0.001,3149,,,,,,,,,,,,
47,,3149,1.3727267980575562,1.3727267980575562,0.0,0.0,,,,,,,,
,0.001,3199,,,,,,,,,,,,
47,,3199,1.3198329210281372,1.3198329210281372,0.0,0.0,,,,,,,,
47,,3215,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,3216,,,,,,,,,,,,
,0.001,3249,,,,,,,,,,,,
48,,3249,1.389209270477295,1.389209270477295,0.0,0.0,,,,,,,,
48,,3282,,,,,1.8003108501434326,0.0,1.8003108501434326,0.0,,,,
,0.001,3283,,,,,,,,,,,,
,0.001,3299,,,,,,,,,,,,
49,,3299,1.3288015127182007,1.3288015127182007,0.0,0.0,,,,,,,,
,0.001,3349,,,,,,,,,,,,
49,,3349,1.4239310026168823,1.4239310026168823,0.0,0.0,,,,,,,,
49,,3349,,,,,1.8003146648406982,0.0,1.8003146648406982,0.0,,,,
,0.001,3350,,,,,,,,,,,,
,0.001,3399,,,,,,,,,,,,
50,,3399,1.3882859945297241,1.3882859945297241,0.0,0.0,,,,,,,,
50,,3416,,,,,1.8003101348876953,0.0,1.8003101348876953,0.0,,,,
,0.001,3417,,,,,,,,,,,,
,0.001,3449,,,,,,,,,,,,
51,,3449,1.249892234802246,1.249892234802246,0.0,0.0,,,,,,,,
51,,3483,,,,,1.8003119230270386,0.0,1.8003119230270386,0.0,,,,
,0.001,3484,,,,,,,,,,,,
,0.001,3499,,,,,,,,,,,,
52,,3499,1.2532703876495361,1.2532703876495361,0.0,0.0,,,,,,,,
,0.001,3549,,,,,,,,,,,,
52,,3549,1.4220777750015259,1.4220777750015259,0.0,0.0,,,,,,,,
52,,3550,,,,,1.8003119230270386,0.0,1.8003119230270386,0.0,,,,
,0.001,3551,,,,,,,,,,,,
,0.001,3599,,,,,,,,,,,,
53,,3599,1.4342719316482544,1.4342719316482544,0.0,0.0,,,,,,,,
53,,3617,,,,,1.800310492515564,0.0,1.800310492515564,0.0,,,,
,0.001,3618,,,,,,,,,,,,
,0.001,3649,,,,,,,,,,,,
54,,3649,1.2251225709915161,1.2251225709915161,0.0,0.0,,,,,,,,
54,,3684,,,,,1.8003146648406982,0.0,1.8003146648406982,0.0,,,,
,0.001,3685,,,,,,,,,,,,
,0.001,3699,,,,,,,,,,,,
55,,3699,1.4612820148468018,1.4612820148468018,0.0,0.0,,,,,,,,
,0.001,3749,,,,,,,,,,,,
55,,3749,1.4552757740020752,1.4552757740020752,0.0,0.0,,,,,,,,
55,,3751,,,,,1.8003134727478027,0.0,1.8003134727478027,0.0,,,,
,0.001,3752,,,,,,,,,,,,
,0.001,3799,,,,,,,,,,,,
56,,3799,1.5960192680358887,1.5960192680358887,0.0,0.0,,,,,,,,
56,,3818,,,,,1.8003132343292236,0.0,1.8003132343292236,0.0,,,,
,0.001,3819,,,,,,,,,,,,
,0.001,3849,,,,,,,,,,,,
57,,3849,1.527720332145691,1.527720332145691,0.0,0.0,,,,,,,,
57,,3885,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,3886,,,,,,,,,,,,
,0.001,3899,,,,,,,,,,,,
58,,3899,1.480621337890625,1.480621337890625,0.0,0.0,,,,,,,,
,0.001,3949,,,,,,,,,,,,
58,,3949,1.2011100053787231,1.2011100053787231,0.0,0.0,,,,,,,,
58,,3952,,,,,1.8003120422363281,0.0,1.8003120422363281,0.0,,,,
,0.001,3953,,,,,,,,,,,,
,0.001,3999,,,,,,,,,,,,
59,,3999,1.2189483642578125,1.2189483642578125,0.0,0.0,,,,,,,,
59,,4019,,,,,1.800315260887146,0.0,1.800315260887146,0.0,,,,
,0.001,4020,,,,,,,,,,,,
,0.001,4049,,,,,,,,,,,,
60,,4049,1.4360038042068481,1.4360038042068481,0.0,0.0,,,,,,,,
60,,4086,,,,,1.800312876701355,0.0,1.800312876701355,0.0,,,,
,0.001,4087,,,,,,,,,,,,
,0.001,4099,,,,,,,,,,,,
61,,4099,1.2774404287338257,1.2774404287338257,0.0,0.0,,,,,,,,
,0.001,4149,,,,,,,,,,,,
61,,4149,1.3422132730484009,1.3422132730484009,0.0,0.0,,,,,,,,
61,,4153,,,,,1.8003120422363281,0.0,1.8003120422363281,0.0,,,,
,0.001,4154,,,,,,,,,,,,
,0.001,4199,,,,,,,,,,,,
62,,4199,1.3738774061203003,1.3738774061203003,0.0,0.0,,,,,,,,
62,,4220,,,,,1.8003126382827759,0.0,1.8003126382827759,0.0,,,,
,0.001,4221,,,,,,,,,,,,
,0.001,4249,,,,,,,,,,,,
63,,4249,1.239047646522522,1.239047646522522,0.0,0.0,,,,,,,,
63,,4287,,,,,1.8003116846084595,0.0,1.8003116846084595,0.0,,,,
,0.001,4288,,,,,,,,,,,,
,0.001,4299,,,,,,,,,,,,
64,,4299,1.5621706247329712,1.5621706247329712,0.0,0.0,,,,,,,,
,0.001,4349,,,,,,,,,,,,
64,,4349,1.3387856483459473,1.3387856483459473,0.0,0.0,,,,,,,,
64,,4354,,,,,1.8003143072128296,0.0,1.8003143072128296,0.0,,,,
,0.001,4355,,,,,,,,,,,,
,0.001,4399,,,,,,,,,,,,
65,,4399,1.2412484884262085,1.2412484884262085,0.0,0.0,,,,,,,,
65,,4421,,,,,1.8003127574920654,0.0,1.8003127574920654,0.0,,,,
,0.001,4422,,,,,,,,,,,,
,0.001,4449,,,,,,,,,,,,
66,,4449,1.345166802406311,1.345166802406311,0.0,0.0,,,,,,,,
66,,4488,,,,,1.8003134727478027,0.0,1.8003134727478027,0.0,,,,
,0.001,4489,,,,,,,,,,,,
,0.001,4499,,,,,,,,,,,,
67,,4499,1.3665004968643188,1.3665004968643188,0.0,0.0,,,,,,,,
,0.001,4549,,,,,,,,,,,,
67,,4549,1.378137469291687,1.378137469291687,0.0,0.0,,,,,,,,
67,,4555,,,,,1.8003146648406982,0.0,1.8003146648406982,0.0,,,,
,0.001,4556,,,,,,,,,,,,
,0.001,4599,,,,,,,,,,,,
68,,4599,1.292461633682251,1.292461633682251,0.0,0.0,,,,,,,,
68,,4622,,,,,1.8003106117248535,0.0,1.8003106117248535,0.0,,,,
,0.001,4623,,,,,,,,,,,,
,0.001,4649,,,,,,,,,,,,
69,,4649,1.278057336807251,1.278057336807251,0.0,0.0,,,,,,,,
69,,4689,,,,,1.8003102540969849,0.0,1.8003102540969849,0.0,,,,
,0.001,4690,,,,,,,,,,,,
,0.001,4699,,,,,,,,,,,,
70,,4699,1.3012700080871582,1.3012700080871582,0.0,0.0,,,,,,,,
,0.001,4749,,,,,,,,,,,,
70,,4749,1.392805576324463,1.392805576324463,0.0,0.0,,,,,,,,
70,,4756,,,,,1.8003112077713013,0.0,1.8003112077713013,0.0,,,,
,0.001,4757,,,,,,,,,,,,
,0.001,4799,,,,,,,,,,,,
71,,4799,1.3132330179214478,1.3132330179214478,0.0,0.0,,,,,,,,
71,,4823,,,,,1.800315260887146,0.0,1.800315260887146,0.0,,,,
,0.001,4824,,,,,,,,,,,,
,0.001,4849,,,,,,,,,,,,
72,,4849,1.3889366388320923,1.3889366388320923,0.0,0.0,,,,,,,,
72,,4890,,,,,1.8003127574920654,0.0,1.8003127574920654,0.0,,,,
,0.001,4891,,,,,,,,,,,,
,0.001,4899,,,,,,,,,,,,
73,,4899,1.3766685724258423,1.3766685724258423,0.0,0.0,,,,,,,,
,0.001,4949,,,,,,,,,,,,
73,,4949,1.2998043298721313,1.2998043298721313,0.0,0.0,,,,,,,,
73,,4957,,,,,1.8003102540969849,0.0,1.8003102540969849,0.0,,,,
,0.001,4958,,,,,,,,,,,,
,0.001,4999,,,,,,,,,,,,
74,,4999,1.4157357215881348,1.4157357215881348,0.0,0.0,,,,,,,,
74,,5024,,,,,1.8003123998641968,0.0,1.8003123998641968,0.0,,,,
,0.001,5025,,,,,,,,,,,,
,0.001,5049,,,,,,,,,,,,
75,,5049,1.223894476890564,1.223894476890564,0.0,0.0,,,,,,,,
75,,5091,,,,,1.8003134727478027,0.0,1.8003134727478027,0.0,,,,
,0.001,5092,,,,,,,,,,,,
,0.001,5099,,,,,,,,,,,,
76,,5099,1.436631679534912,1.436631679534912,0.0,0.0,,,,,,,,
,0.001,5149,,,,,,,,,,,,
76,,5149,1.4518669843673706,1.4518669843673706,0.0,0.0,,,,,,,,
76,,5158,,,,,1.800313115119934,0.0,1.800313115119934,0.0,,,,
,0.001,5159,,,,,,,,,,,,
,0.001,5199,,,,,,,,,,,,
77,,5199,1.3384133577346802,1.3384133577346802,0.0,0.0,,,,,,,,
77,,5225,,,,,1.8003106117248535,0.0,1.8003106117248535,0.0,,,,
,0.001,5226,,,,,,,,,,,,
,0.001,5249,,,,,,,,,,,,
78,,5249,1.2480114698410034,1.2480114698410034,0.0,0.0,,,,,,,,
78,,5292,,,,,1.8003138303756714,0.0,1.8003138303756714,0.0,,,,
,0.001,5293,,,,,,,,,,,,
,0.001,5299,,,,,,,,,,,,
79,,5299,1.2974696159362793,1.2974696159362793,0.0,0.0,,,,,,,,
,0.001,5349,,,,,,,,,,,,
79,,5349,1.3011773824691772,1.3011773824691772,0.0,0.0,,,,,,,,
79,,5359,,,,,1.8003127574920654,0.0,1.8003127574920654,0.0,,,,
,0.001,5360,,,,,,,,,,,,
,0.001,5399,,,,,,,,,,,,
80,,5399,1.3792532682418823,1.3792532682418823,0.0,0.0,,,,,,,,
80,,5426,,,,,1.8003143072128296,0.0,1.8003143072128296,0.0,,,,
,0.001,5427,,,,,,,,,,,,
,0.001,5449,,,,,,,,,,,,
81,,5449,1.366538166999817,1.366538166999817,0.0,0.0,,,,,,,,
81,,5493,,,,,1.80031418800354,0.0,1.80031418800354,0.0,,,,
,0.001,5494,,,,,,,,,,,,
,0.001,5499,,,,,,,,,,,,
82,,5499,1.1676019430160522,1.1676019430160522,0.0,0.0,,,,,,,,
,0.001,5549,,,,,,,,,,,,
82,,5549,1.2863208055496216,1.2863208055496216,0.0,0.0,,,,,,,,
82,,5560,,,,,1.8003127574920654,0.0,1.8003127574920654,0.0,,,,
83,,5561,,,,,,,,,1.7903093099594116,0.7505526542663574,0.7505526542663574,1.7903093099594116
